item_id,postcutoff_project_family_id,provenance_status,evidence_reference,evidence_notes,related_canonical_family_ids,related_control_projects,auditor_id,exclusion_reason
ethereum:0xd221318a751b3fcbf47b994f42e5335f655c5144,PF_ANON_975BA8E00AA3,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0047,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00008;F00031;F00117;F00149;F00841,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd25b513bdda3f2fcd2c5692758731bd632fed6ba,PF_ANON_7BE7BCA75E3F,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0104,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd2c66eb938fe5847522891a247264eac90eea93e,PF_ANON_1575C10AD7DF,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0105,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd3caa8ecf10cfd59c895991dc10fc0ff43771af6,PF_ANON_03D7D2C94D8A,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0031,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00003;F00039;F00056;F00081;F00097;F01261,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd55842a25d6329d76b252402a88c03949e4e1575,PF_ANON_115956624174,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0106,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00923;F01302,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd57333cb2701a2f2cb4a60b924544079bf386830,PF_ANON_CD62580857E9,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0107,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd7abf0c780e1a86198226eb8af1460961a47179e,PF_ANON_3BA1C51AAA9E,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0108,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd804e2254465160f6e77bac5d67b461291057713,PF_ANON_71538A00B777,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0109,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00124;F00815,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd829ec00377fb60c1f967f719221eb0fb73ee809,PF_ANON_52A266667991,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0110,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd837064f54ce1dfefcbd6b7ac5124c91f7410076,PF_ANON_A3EADCBA1F8C,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0111,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xd961aeb0e18a1eddbfe62559ae793bf48e8c55df,PF_ANON_A09F0F0AA400,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0112,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xda3fcb797703dbd914ec76c1ed7c28d8a9b762ba,PF_ANON_5F56B24FEBA1,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0094,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01098,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xda77ac15efc047e1b0cb34361096172b5936678a,PF_ANON_40A9C7961696,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0113,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00008;F00124;F00904;F01185;F01231,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xda8af8a148b4765d41de66394413e0be74555675,PF_ANON_00AB70962582,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0019,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00083;F00113;F00142;F00663;F00812;F00846;F01015;F01118;F01124,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xdc5ebf4013777839a63c84a49da7440a49e1a231,PF_ANON_C03853190A80,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0075,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00008;F00017;F00190;F00201;F00701;F00783;F00809;F00887;F00904;F01004;F01255,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xdd1d6933f7be14be38708fa682ff9baf594dbc77,PF_ANON_EABE3763B27D,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0006,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xddbe20576137949e86517c26d31f62752574a011,PF_ANON_54A8F895329A,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0114,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xe0370a580f6c1e092b7c471e1ae0eb74d3574179,PF_ANON_2BACB00EB58A,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0115,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xe0a2279460b03b46238068c0363f3146dd0a4b96,PF_ANON_A805AC279DFD,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0116,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xec3cf3d8d6320fadffcd11a6df0ffd6c6b591414,PF_ANON_CB5EDD98C262,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0117,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00041;F00124;F01243,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xeef338963906d306595947a89626e04ea5097bbc,PF_ANON_E07CB9FFB6E7,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0118,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00175,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xef93688b67019e4b48f19d924f9f8c1f01fb4b3f,PF_ANON_45FC7069FEA8,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0119,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00663,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xf0903e253b18e0dda618635d0a944c5211925006,PF_ANON_1D02CDCAD67B,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0120,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xf4c3b44bbce609c6ea58c4f078a039dd03703790,PF_ANON_51A6769424D5,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0121,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F01040,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xf58ad65e4df7d2abde6eabf75f713a945d7f4ac9,PF_ANON_5C27524FD652,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0122,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00867,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xf7e0c440ec56f072adb00f1de6b5574e5313fbb8,PF_ANON_812BE8690E15,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0123,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00815,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xfd99cb1daa381e8ffd8cd40effc878babb80e1e1,PF_ANON_25A963B216A2,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0101,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00071;F00213;F00905;F00938;F00987;F01038;F01261,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
ethereum:0xffbbf27bea3680008fc038109045c6d3bdb71916,PF_ANON_EB9BC361D7E4,CONSERVATIVE_CLUSTER,artifact:revision_v3/results/postcutoff_snapshot/postcutoff_conservative_family_link_evidence.csv#cluster=D0124,NO_BRAND_OWNERSHIP_CLAIM; score-blind must-link cluster with overinclusive canonical and development-control similarity holds. Absence of a link does not prove project independence.,F00041;F01234,,CONSERVATIVE_LINKAGE_PIPELINE_V1,
