review_id,contract_address,exact_bytecode_hash,bytecode_family_id,represented_contract_count,verified_project_name,coverage_status,llm_label,llm_confidence,llm_explanation,evidence_summary,decision,final_label,final_confidence,comment,llm_risk_categories,llm_uncertainties,represented_addresses,bytecode_length,first_observed_block,authorization_frequency,evidence_path,explorer_link,diagnostic_reasons
V2-0298,0xee11b989cf7784209c78056c6f5191ac8e07b9f4,6dbca3283b38d0cdeb2c5e77f9840f78d7a8062d41ac1efab1ad7e24dcc4c493,FAM00421,1,,PARTIAL,U,medium,"0xee11b989cf7784209c78056c6f5191ac8e07b9f4: no reachable capability found, but coverage is PARTIAL, so absence cannot be concluded from this evidence.",exec=2087B meta=53B; reachable=none; unguarded=none; guards=0; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CALLx1,,,,,incomplete_control_flow_coverage,capabilities present in executable code were never reached by the traversal: CALLx1,0xee11b989cf7784209c78056c6f5191ac8e07b9f4,2140,25622555,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xee11b989cf7784209c78056c6f5191ac8e07b9f4.json,https://etherscan.io/address/0xee11b989cf7784209c78056c6f5191ac8e07b9f4,u_case; analyzer_disagreement_present_but_unreached; label_changed_v1_B_to_v2_U
V2-0299,0xe8bdb9cdce6a0d8ad1cd3af590bee43bb88114b2,6e0c68f7fe46d32970daa8fbfb358dadb7556bacb76c4643ebb9f46613421232,FAM00226,1,,PARTIAL,R2,low,0xe8bdb9cdce6a0d8ad1cd3af590bee43bb88114b2: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=24545B meta=0B; reachable={'CALL': 5}; unguarded=none; guards=12; ecrecover=False; unresolved_jumps=1; coverage=PARTIAL; coverage_reasons=1 dynamic JUMP target(s) could not be resolved; capabilities present in executable code were never reached by the traversal: CALLCODEx3, CREATE2x1, DELEGATECALLx4, SELFDESTRUCTx5, SSTOREx3",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: 1 dynamic JUMP target(s) could not be resolved; capabilities present in executable code were never reached by the traversal: CALLCODEx3, CREATE2x1, DELEGATECALLx4, SELFDESTRUCTx5, SSTOREx3 | No verified source on Sourcify to corroborate the bytecode evidence.",0xe8bdb9cdce6a0d8ad1cd3af590bee43bb88114b2,24545,25621849,14,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xe8bdb9cdce6a0d8ad1cd3af590bee43bb88114b2.json,https://etherscan.io/address/0xe8bdb9cdce6a0d8ad1cd3af590bee43bb88114b2,low_confidence; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0300,0xf7e7eee35381ca96afb93563685bfcd125cf8a6d,6eb04904b1eddcca12acf7b5a4672541c71040bd212c3b667606db96997f2c97,FAM00016,1,,PARTIAL,R2,low,0xf7e7eee35381ca96afb93563685bfcd125cf8a6d: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xf7e7eee35381ca96afb93563685bfcd125cf8a6d,13527,25614793,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xf7e7eee35381ca96afb93563685bfcd125cf8a6d.json,https://etherscan.io/address/0xf7e7eee35381ca96afb93563685bfcd125cf8a6d,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0301,0x547b9169ab3c89e0958ee3580d83cec8551e7a88,6f6cfbf8fc798df0bc81ed7382178a629bdedc71b455e3b05f4a1cf3afdde53f,FAM00186,1,,COMPLETE,B,medium,0x547b9169ab3c89e0958ee3580d83cec8551e7a88: no security-relevant capability was reachable and the control-flow analysis was complete. This is not a universal-safety claim.,exec=576B meta=53B; reachable=none; unguarded=none; guards=1; ecrecover=True; unresolved_jumps=0; coverage=COMPLETE,,,,,,No verified source on Sourcify; conclusion rests on bytecode evidence only.,0x547b9169ab3c89e0958ee3580d83cec8551e7a88,629,25683850,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x547b9169ab3c89e0958ee3580d83cec8551e7a88.json,https://etherscan.io/address/0x547b9169ab3c89e0958ee3580d83cec8551e7a88,
V2-0302,0xc47721c16bc79e243b90009e52dcd4eb65570a10,6f9b6b9fac5ed3b44a92440d29eff033a94d227f0a9414131836094522a6f24e,FAM00229,1,,PARTIAL,R2,low,0xc47721c16bc79e243b90009e52dcd4eb65570a10: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=17517B meta=0B; reachable={'CALL': 14}; unguarded=none; guards=16; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xc47721c16bc79e243b90009e52dcd4eb65570a10,17517,25674476,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xc47721c16bc79e243b90009e52dcd4eb65570a10.json,https://etherscan.io/address/0xc47721c16bc79e243b90009e52dcd4eb65570a10,low_confidence; no_recognizable_solidity_metadata
V2-0303,0x7e74122cc5e8098b798071a7505b7b92ee964883,70c2c801c1d659367ecb041beafdbfefbf554c2d81d683d769d15a81c113d8e3,FAM00016,1,,PARTIAL,R2,low,0x7e74122cc5e8098b798071a7505b7b92ee964883: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x7e74122cc5e8098b798071a7505b7b92ee964883,13527,25613970,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x7e74122cc5e8098b798071a7505b7b92ee964883.json,https://etherscan.io/address/0x7e74122cc5e8098b798071a7505b7b92ee964883,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0304,0x86131c2916880a8740edf029933f39de5e4d58c1,70ff94dd3b0cc365422a21eebeafa2f6dbf8a03c63797a1a9760a504a4b46527,FAM00069,1,,PARTIAL,U,medium,"0x86131c2916880a8740edf029933f39de5e4d58c1: no reachable capability found, but coverage is PARTIAL, so absence cannot be concluded from this evidence.",exec=1394B meta=53B; reachable=none; unguarded=none; guards=0; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CALLx1,,,,,incomplete_control_flow_coverage,capabilities present in executable code were never reached by the traversal: CALLx1,0x86131c2916880a8740edf029933f39de5e4d58c1,1447,25596523,50,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x86131c2916880a8740edf029933f39de5e4d58c1.json,https://etherscan.io/address/0x86131c2916880a8740edf029933f39de5e4d58c1,u_case; analyzer_disagreement_present_but_unreached; label_changed_v1_B_to_v2_U
V2-0305,0x3bd089fda508d2ae0001007a0e77f882abc14bd8,723878b44ed336c7d01770d30b625659d11cc31ea07019dcc63ce7bd4efb0542,FAM00016,1,,PARTIAL,R2,low,0x3bd089fda508d2ae0001007a0e77f882abc14bd8: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x3bd089fda508d2ae0001007a0e77f882abc14bd8,13527,25627999,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3bd089fda508d2ae0001007a0e77f882abc14bd8.json,https://etherscan.io/address/0x3bd089fda508d2ae0001007a0e77f882abc14bd8,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0306,0x8566c9396cf6e45cbdb4439d11317bf787c56f12,729838046837246fbf5396af00a580b233adde7ebefa26f4f05d5bf3fbccbe30,FAM00136,1,,COMPLETE,R2,medium,0x8566c9396cf6e45cbdb4439d11317bf787c56f12: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=2568B meta=53B; reachable={'CALL': 8}; unguarded=none; guards=20; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x8566c9396cf6e45cbdb4439d11317bf787c56f12,2621,25641984,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x8566c9396cf6e45cbdb4439d11317bf787c56f12.json,https://etherscan.io/address/0x8566c9396cf6e45cbdb4439d11317bf787c56f12,label_changed_v1_B_to_v2_R2
V2-0307,0xf54bd2edd32380d5402e6e8d3b9da8c55e77d8d2,72c8e1b10503cb4b55c8f6168741318d35cb152b467bd88df4c7928194b0f920,FAM00016,1,,PARTIAL,R2,low,0xf54bd2edd32380d5402e6e8d3b9da8c55e77d8d2: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xf54bd2edd32380d5402e6e8d3b9da8c55e77d8d2,13527,25625059,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xf54bd2edd32380d5402e6e8d3b9da8c55e77d8d2.json,https://etherscan.io/address/0xf54bd2edd32380d5402e6e8d3b9da8c55e77d8d2,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0308,0x4a39daa326ce573ac22f820a0e54e5b439d8e9ce,72ef8ff906b4090ee0a092d5d83ac97ef74d7b5059787d3d17a06627d7fa643c,FAM00169,1,,PARTIAL,R2,low,"0x4a39daa326ce573ac22f820a0e54e5b439d8e9ce: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability, unguarded_state_write_or_creation).",exec=12936B meta=53B; reachable={'SSTORE': 1}; unguarded={'SSTORE': 1}; guards=2; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CALLx7,,,,,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: capabilities present in executable code were never reached by the traversal: CALLx7 | No verified source on Sourcify to corroborate the bytecode evidence.",0x4a39daa326ce573ac22f820a0e54e5b439d8e9ce,12989,25615916,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x4a39daa326ce573ac22f820a0e54e5b439d8e9ce.json,https://etherscan.io/address/0x4a39daa326ce573ac22f820a0e54e5b439d8e9ce,low_confidence; analyzer_disagreement_present_but_unreached
V2-0309,0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c,733d82141b6276129d5d561fd020e89fe587908f6c20c95b4a6ff510ff6c6e3a,FAM00317,1,,COMPLETE,R2,medium,0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=4046B meta=53B; reachable={'CALL': 5}; unguarded=none; guards=5; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c,4099,25662673,108,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c.json,https://etherscan.io/address/0xa5944f5f00c87d75394fbfe701a641a3b9b8ef3c,
V2-0310,0x408c022f572590b3d08bd9951a624c0d0beb2e30,74005541beb8c71ac2cacac5e3ede9aa819653577421e25d518f06ee3302528a,FAM00148,1,,COMPLETE,R2,medium,0x408c022f572590b3d08bd9951a624c0d0beb2e30: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=4828B meta=53B; reachable={'CALL': 9}; unguarded=none; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x408c022f572590b3d08bd9951a624c0d0beb2e30,4881,25625286,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x408c022f572590b3d08bd9951a624c0d0beb2e30.json,https://etherscan.io/address/0x408c022f572590b3d08bd9951a624c0d0beb2e30,
V2-0311,0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2,740eb5eb75edcfd903e1b809d4accd89c369cf437bb7f8e5f2eae67c546df5b2,FAM00101,1,,COMPLETE,R1,medium,"0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2: unguarded_call_to_calldata_supplied_target reachable from entry on a path passing no recognized caller or signature guard, under complete control-flow coverage.",exec=1161B meta=53B; reachable={'CALL': 1}; unguarded={'CALL': 1}; guards=0; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,unguarded_call_to_calldata_supplied_target,,0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2,1214,25595689,286,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2.json,https://etherscan.io/address/0x27bfd156c8c0df64e6a863c589dc9593ddac3ee2,r1_case; label_changed_v1_R2_to_v2_R1
V2-0312,0x69007702764179f14f51cdce752f4f775d74e139,742f760f1278f7ede7ff447b50c91e0e33f576909c14bcb04c0eef8473c677e1,FAM00216,1,Alchemy_SemiModularAccount7702,PARTIAL,R2,low,0x69007702764179f14f51cdce752f4f775d74e139: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control). Documented as Alchemy_SemiModularAccount7702.,"exec=23741B meta=0B; reachable={'DELEGATECALL': 1, 'CALL': 4}; unguarded={'CALL': 2}; guards=31; ecrecover=True; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1, CREATE2x1, SSTOREx11",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1, CREATE2x1, SSTOREx11",0x69007702764179f14f51cdce752f4f775d74e139,23741,25595135,4285,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x69007702764179f14f51cdce752f4f775d74e139.json,https://etherscan.io/address/0x69007702764179f14f51cdce752f4f775d74e139,low_confidence; documented_project; verified_source; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0313,0x445b24e7fd218572b62a891b481613bbb71705a3,749e1cec4da6d95241bbcaab9a0f206dd31dbf58df64c87dd88235e680768d12,FAM00016,1,,PARTIAL,R2,low,0x445b24e7fd218572b62a891b481613bbb71705a3: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x445b24e7fd218572b62a891b481613bbb71705a3,13527,25618916,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x445b24e7fd218572b62a891b481613bbb71705a3.json,https://etherscan.io/address/0x445b24e7fd218572b62a891b481613bbb71705a3,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0314,0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b,750ad7585196263aab3f47e8915ba606d8953f81ea91a417695dff4501e294cd,FAM00144,1,SOURCIFY_VERIFIED_UNNAMED,PARTIAL,U,medium,"0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b: no reachable capability found, but coverage is PARTIAL, so absence cannot be concluded from this evidence.","exec=22500B meta=53B; reachable=none; unguarded=none; guards=9; ecrecover=True; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CALLx1, SSTOREx43",,,,,incomplete_control_flow_coverage,"capabilities present in executable code were never reached by the traversal: CALLx1, SSTOREx43",0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b,22553,25595281,118,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b.json,https://etherscan.io/address/0x3e515544f8d8293b0a353e10ff3b7ca03b52f35b,u_case; verified_source; analyzer_disagreement_present_but_unreached; label_changed_v1_B_to_v2_U
V2-0315,0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de,7513ce4afe548adbfbb17f3cf7b4333b009902ed21081b4e0e895296937f2ea8,FAM00085,1,,PARTIAL,R2,low,0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,"exec=24514B meta=0B; reachable={'CALL': 25, 'DELEGATECALL': 9}; unguarded=none; guards=9; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1",,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATEx1; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de,24514,25612133,17,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de.json,https://etherscan.io/address/0x21a2e9d532c7b9e5e8b628d32e2cabaa65e146de,low_confidence; analyzer_disagreement_present_but_unreached; proxy_or_delegatecall; no_recognizable_solidity_metadata
V2-0316,0x86dd7fdd4207bb569b822ca80e8ab46d7dc6c0e5,7515d0fa179da15e1656a0a27c3d6ba4e0d6943b42eb254163dea8d3aa2519d6,FAM00273,1,,PARTIAL,U,medium,"0x86dd7fdd4207bb569b822ca80e8ab46d7dc6c0e5: no reachable capability found, but coverage is PARTIAL, so absence cannot be concluded from this evidence.","exec=6192B meta=53B; reachable=none; unguarded=none; guards=3; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=capabilities present in executable code were never reached by the traversal: CALLx1, SSTOREx1",,,,,incomplete_control_flow_coverage,"capabilities present in executable code were never reached by the traversal: CALLx1, SSTOREx1",0x86dd7fdd4207bb569b822ca80e8ab46d7dc6c0e5,6245,25595151,671,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x86dd7fdd4207bb569b822ca80e8ab46d7dc6c0e5.json,https://etherscan.io/address/0x86dd7fdd4207bb569b822ca80e8ab46d7dc6c0e5,u_case; analyzer_disagreement_present_but_unreached; label_changed_v1_B_to_v2_U
V2-0317,0xcf7cd3a8ba57834d31459a7b58aa77b9f328a790,7541cc83c4dd24fdb1add79f7f3f8bf2b0e26f3ef43a11fe855d0040afdeb5ff,FAM00016,1,,PARTIAL,R2,low,0xcf7cd3a8ba57834d31459a7b58aa77b9f328a790: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control).,"exec=13527B meta=0B; reachable={'CALL': 11}; unguarded={'CALL': 3}; guards=1; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4",,,,,unguarded_call_with_unproven_target_control,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: traversal hit its per-pc state cap; exploration was truncated; capabilities present in executable code were never reached by the traversal: CREATE2x1, SSTOREx4; metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0xcf7cd3a8ba57834d31459a7b58aa77b9f328a790,13527,25597050,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xcf7cd3a8ba57834d31459a7b58aa77b9f328a790.json,https://etherscan.io/address/0xcf7cd3a8ba57834d31459a7b58aa77b9f328a790,low_confidence; analyzer_disagreement_present_but_unreached; no_recognizable_solidity_metadata
V2-0318,0x2460976919bc73fddbc9d4b74695fbf1697c84be,754e4c3c222ef695b0489ff7df592ba95372727a2526b1c0f670b695989cb7c2,FAM00093,1,,COMPLETE,R2,medium,0x2460976919bc73fddbc9d4b74695fbf1697c84be: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=3064B meta=53B; reachable={'CALL': 5}; unguarded=none; guards=2; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0x2460976919bc73fddbc9d4b74695fbf1697c84be,3117,25691784,2,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x2460976919bc73fddbc9d4b74695fbf1697c84be.json,https://etherscan.io/address/0x2460976919bc73fddbc9d4b74695fbf1697c84be,
V2-0319,0xeed5432b1d1ee2ba31830e8936b43dbab84563a8,755576d6b4bdd1b30b60ca362dea064e32045515447de7e553bb56277fb48136,FAM00422,1,,COMPLETE,R2,medium,0xeed5432b1d1ee2ba31830e8936b43dbab84563a8: reachable sensitive capability whose exploitability is conditional (guard_dominated_sensitive_capability).,exec=2568B meta=53B; reachable={'CALL': 8}; unguarded=none; guards=20; ecrecover=False; unresolved_jumps=0; coverage=COMPLETE,,,,,guard_dominated_sensitive_capability,"Guard strength was not verified: a guard comparing msg.sender against a stored authority is only as strong as whatever can write that storage slot, which this analysis does not resolve. | No verified source on Sourcify to corroborate the bytecode evidence.",0xeed5432b1d1ee2ba31830e8936b43dbab84563a8,2621,25641852,4,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0xeed5432b1d1ee2ba31830e8936b43dbab84563a8.json,https://etherscan.io/address/0xeed5432b1d1ee2ba31830e8936b43dbab84563a8,label_changed_v1_B_to_v2_R2
V2-0320,0x95dc3fb846bee9d5db55147ac98164ea7345781f,75655af577daf99a711e16450350ce9339d7f04d914a5a1ad888894b280bd8d3,FAM00294,1,,PARTIAL,R2,low,"0x95dc3fb846bee9d5db55147ac98164ea7345781f: reachable sensitive capability whose exploitability is conditional (unguarded_call_with_unproven_target_control, unguarded_state_write_or_creation).","exec=5298B meta=0B; reachable={'CALL': 4, 'CREATE': 1, 'SSTORE': 5}; unguarded={'CALL': 3, 'CREATE': 1, 'SSTORE': 1}; guards=9; ecrecover=False; unresolved_jumps=0; coverage=PARTIAL; coverage_reasons=metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes",,,,,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,"Target provenance is a constant or memory-derived value. Memory provenance is not tracked transitively back to calldata, so an attacker-chosen target cannot be ruled out or confirmed from this evidence. | Coverage is PARTIAL: metadata trailer not separable (metadata_start_not_instruction_boundary); opcode counts may include non-executable bytes | No verified source on Sourcify to corroborate the bytecode evidence.",0x95dc3fb846bee9d5db55147ac98164ea7345781f,5298,25637170,1,/home/pollmix/Coding/AuthGuard-7702/data/evidence_packages/v2/ethereum_0x95dc3fb846bee9d5db55147ac98164ea7345781f.json,https://etherscan.io/address/0x95dc3fb846bee9d5db55147ac98164ea7345781f,low_confidence; no_recognizable_solidity_metadata
