chain,address,proposed_label,confidence,risk_categories,coverage_status,review_path,v1_label,v1_confidence
ethereum,0x7ebcdcf1b56cfabe51d5238c9f8f17815a755835,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x7ebcdcf1b56cfabe51d5238c9f8f17815a755835.json,R2,low
ethereum,0x7fb6d4b91c57f2236cca3992cdbe0b7ed9dcaddd,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x7fb6d4b91c57f2236cca3992cdbe0b7ed9dcaddd.json,R2,low
ethereum,0x80296ff8d1ed46f8e3c7992664d13b833504c2bb,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x80296ff8d1ed46f8e3c7992664d13b833504c2bb.json,R2,low
ethereum,0x8058318996d99adcfc0370ab2ab3ae45f92e1994,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8058318996d99adcfc0370ab2ab3ae45f92e1994.json,B,medium
ethereum,0x809be5a30af0e86e3d804974cf85a542eeeb9e64,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x809be5a30af0e86e3d804974cf85a542eeeb9e64.json,R2,low
ethereum,0x80b52569d50154133444fc617b7206c360bf7e6b,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x80b52569d50154133444fc617b7206c360bf7e6b.json,B,medium
ethereum,0x810b0c57e28369e0eec3b5ae3544c6c309bce005,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x810b0c57e28369e0eec3b5ae3544c6c309bce005.json,B,medium
ethereum,0x81355a66b2a136907324d1e6b9aab8ebb7567635,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x81355a66b2a136907324d1e6b9aab8ebb7567635.json,R2,low
ethereum,0x81aab69e1b91ea709459d6edb57ae397764c4114,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x81aab69e1b91ea709459d6edb57ae397764c4114.json,R2,low
ethereum,0x81b9267c7d457dd4efbcfa19c5bf7b2e0ddc1047,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x81b9267c7d457dd4efbcfa19c5bf7b2e0ddc1047.json,R2,low
ethereum,0x81f604e86f6c02c982075efcea800de826598f2a,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x81f604e86f6c02c982075efcea800de826598f2a.json,R2,low
ethereum,0x824de88b4654502b49ba80fdb7e5157639b756f8,R2,low,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x824de88b4654502b49ba80fdb7e5157639b756f8.json,R2,low
ethereum,0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8257a9c7e3c068cac3ccd688546ab8c363ae10fd.json,B,medium
ethereum,0x826d5baea541b879a18301c6923f669ce48e144d,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x826d5baea541b879a18301c6923f669ce48e144d.json,R2,low
ethereum,0x82a634f8fecd484609c949e8eb33311c5e33bb43,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x82a634f8fecd484609c949e8eb33311c5e33bb43.json,R2,low
ethereum,0x8326be1a30896e7e09ad7b9b73e19b3d85ee028a,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8326be1a30896e7e09ad7b9b73e19b3d85ee028a.json,R2,low
ethereum,0x83affc4fe942d99048df200efe1be233680fc9b2,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x83affc4fe942d99048df200efe1be233680fc9b2.json,R2,low
ethereum,0x840c0aa3e04af730edb108482e44f21de09ceac9,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x840c0aa3e04af730edb108482e44f21de09ceac9.json,R2,low
ethereum,0x8438ce0831e4f5e7974cabf1647e6b7b276ec094,R2,low,guard_dominated_sensitive_capability; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8438ce0831e4f5e7974cabf1647e6b7b276ec094.json,R2,low
ethereum,0x84de26132b19788a0a5fcb354d8fb0891173126f,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x84de26132b19788a0a5fcb354d8fb0891173126f.json,R2,low
ethereum,0x8535687b766a712d89abf86a298032e4f19078dd,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8535687b766a712d89abf86a298032e4f19078dd.json,R1,low
ethereum,0x8566c9396cf6e45cbdb4439d11317bf787c56f12,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8566c9396cf6e45cbdb4439d11317bf787c56f12.json,B,medium
ethereum,0x8580da8fe40137cae1155165df03dcc564ad52b1,R2,low,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8580da8fe40137cae1155165df03dcc564ad52b1.json,R2,low
ethereum,0x85865a99f0db671c38f10188ca390b506ec133d4,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x85865a99f0db671c38f10188ca390b506ec133d4.json,R2,low
ethereum,0x85becbea15570861c857de9304f79c309ae70fdd,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x85becbea15570861c857de9304f79c309ae70fdd.json,R2,low
ethereum,0x86131c2916880a8740edf029933f39de5e4d58c1,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x86131c2916880a8740edf029933f39de5e4d58c1.json,B,medium
ethereum,0x8638fd7e3828f75ea68b3f7f6d3b03d9cd6f2c8c,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8638fd7e3828f75ea68b3f7f6d3b03d9cd6f2c8c.json,R2,low
ethereum,0x868af393d2a611c27afc2ac19d15bccd9fbd38db,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x868af393d2a611c27afc2ac19d15bccd9fbd38db.json,R2,low
ethereum,0x86dd7fdd4207bb569b822ca80e8ab46d7dc6c0e5,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x86dd7fdd4207bb569b822ca80e8ab46d7dc6c0e5.json,B,medium
ethereum,0x870ce2d6dbd39ecd833bc3004bb8c5171faf1d8e,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x870ce2d6dbd39ecd833bc3004bb8c5171faf1d8e.json,R1,low
ethereum,0x8746ec63759e51d0c05defd275369cec2f054b5b,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8746ec63759e51d0c05defd275369cec2f054b5b.json,B,medium
ethereum,0x87a3cc0810cb1bd7a46fdc79fe7faa0dd0ffea56,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x87a3cc0810cb1bd7a46fdc79fe7faa0dd0ffea56.json,R2,low
ethereum,0x8854dd58b3048ac7416ce1760c12a3dbe1380169,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8854dd58b3048ac7416ce1760c12a3dbe1380169.json,R2,low
ethereum,0x8858171939ba9fabe21667a4d3e8643cb77608d2,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8858171939ba9fabe21667a4d3e8643cb77608d2.json,R1,low
ethereum,0x88cf071b4bf5facab6712070a671f71282188d46,R2,medium,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x88cf071b4bf5facab6712070a671f71282188d46.json,B,high
ethereum,0x89383882fc2d0cd4d7952a3267a3b6dae967e704,R2,medium,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x89383882fc2d0cd4d7952a3267a3b6dae967e704.json,R2,medium
ethereum,0x8986adb1da8bc3d3eb548c90c1e831d0cd46180b,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8986adb1da8bc3d3eb548c90c1e831d0cd46180b.json,R2,low
ethereum,0x89fde1c448fb889110b1f8d6e5cbc71f705cdb6e,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x89fde1c448fb889110b1f8d6e5cbc71f705cdb6e.json,R2,low
ethereum,0x8a762511387578feb24802a63ef3627a60fb170b,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8a762511387578feb24802a63ef3627a60fb170b.json,R2,low
ethereum,0x8af0e573e5ffadfb0aaaf8703a573b46d68b2fa1,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8af0e573e5ffadfb0aaaf8703a573b46d68b2fa1.json,R2,low
ethereum,0x8b449a2b7798a34ad49c436e2db09f9834b2d4d0,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8b449a2b7798a34ad49c436e2db09f9834b2d4d0.json,R2,low
ethereum,0x8bff83d9645d178fbcb92b5b1bbb2bd7e389b003,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8bff83d9645d178fbcb92b5b1bbb2bd7e389b003.json,R2,low
ethereum,0x8cb54eccc65cd90a85d5eb1144a4303f18226c61,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8cb54eccc65cd90a85d5eb1144a4303f18226c61.json,R2,low
ethereum,0x8cb7a3527e721e559a743737b536547fad469de8,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8cb7a3527e721e559a743737b536547fad469de8.json,R2,low
ethereum,0x8cdabe2a3710424bd152e67a00381a2517beaf22,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8cdabe2a3710424bd152e67a00381a2517beaf22.json,R2,low
ethereum,0x8d6220c9961e8dd1844108c854f514e120226e20,R2,low,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8d6220c9961e8dd1844108c854f514e120226e20.json,B,medium
ethereum,0x8e0818a337b02628c3afd440069fcd10c40afe3d,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8e0818a337b02628c3afd440069fcd10c40afe3d.json,R2,low
ethereum,0x8e41154636f4d84dc4c0ad78a3e5e3b357d5a7be,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x8e41154636f4d84dc4c0ad78a3e5e3b357d5a7be.json,R2,low
ethereum,0x901050f96654e0ad017b48da4061563020039d11,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x901050f96654e0ad017b48da4061563020039d11.json,R2,low
ethereum,0x90288146dab49f899e87e3a54b47f3a9396c5bd6,R2,medium,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x90288146dab49f899e87e3a54b47f3a9396c5bd6.json,R2,low
ethereum,0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x90532dbd8cb348edb5a9cf36fe1e92737c23aaa1.json,B,medium
ethereum,0x911a6dc38a027ed9c1980d767138bdea42c7f2f5,R2,low,guard_dominated_sensitive_capability; unresolved_proxy_target,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x911a6dc38a027ed9c1980d767138bdea42c7f2f5.json,R2,low
ethereum,0x919eef2ec234704d39a144e07b343bc01954de58,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x919eef2ec234704d39a144e07b343bc01954de58.json,R2,low
ethereum,0x91feac3224119215c989b078224cf22d80081597,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x91feac3224119215c989b078224cf22d80081597.json,R2,medium
ethereum,0x923906ca11609ee8b9a01cf6b698799e164204be,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x923906ca11609ee8b9a01cf6b698799e164204be.json,R2,low
ethereum,0x92dfbe8cbefadd7fdd2222c61834456dd9887453,R2,medium,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x92dfbe8cbefadd7fdd2222c61834456dd9887453.json,B,high
ethereum,0x93560c638407d87cb0b0d317ddfc1640ca0a5247,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x93560c638407d87cb0b0d317ddfc1640ca0a5247.json,R2,low
ethereum,0x935e74d8a0d442c390b0142bd857c5ad49b95093,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x935e74d8a0d442c390b0142bd857c5ad49b95093.json,B,medium
ethereum,0x93a81b920a9668762e463d243c12ce73003e240a,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x93a81b920a9668762e463d243c12ce73003e240a.json,R2,low
ethereum,0x941408fe7bdb611044cd6bdac410a1297cc63831,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x941408fe7bdb611044cd6bdac410a1297cc63831.json,R2,low
ethereum,0x94182a262f20eb917289774576c6f962d8c478a1,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x94182a262f20eb917289774576c6f962d8c478a1.json,R2,low
ethereum,0x944e2d3cfacc9b3770c3c3520f305e5b71d24a06,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x944e2d3cfacc9b3770c3c3520f305e5b71d24a06.json,R2,low
ethereum,0x94b0ad0aed8d7d8a68668679efa9dbf394dcf281,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x94b0ad0aed8d7d8a68668679efa9dbf394dcf281.json,R2,low
ethereum,0x94ed7dea48771714925058b538188edc41e08aa1,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x94ed7dea48771714925058b538188edc41e08aa1.json,B,medium
ethereum,0x954dd661b005dd602ddbe1d2447ebfe817f86437,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x954dd661b005dd602ddbe1d2447ebfe817f86437.json,R2,low
ethereum,0x955d84139e7621bc571b117d8eb5d28a4a222c6f,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x955d84139e7621bc571b117d8eb5d28a4a222c6f.json,B,medium
ethereum,0x95c0ae519810aa788aadfc6b6923746ec16be614,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x95c0ae519810aa788aadfc6b6923746ec16be614.json,R2,low
ethereum,0x95c736c11f6e0bc0d80b3c80cf983c754b84a6a5,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x95c736c11f6e0bc0d80b3c80cf983c754b84a6a5.json,R2,low
ethereum,0x95dc3fb846bee9d5db55147ac98164ea7345781f,R2,low,unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x95dc3fb846bee9d5db55147ac98164ea7345781f.json,R2,low
ethereum,0x9620a9a4732862ddd2ba9977b929ebd6bc99c0bf,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9620a9a4732862ddd2ba9977b929ebd6bc99c0bf.json,R2,low
ethereum,0x9676d9f94ece8d97cb4aec6ea3cf3a6e3ebb0b09,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9676d9f94ece8d97cb4aec6ea3cf3a6e3ebb0b09.json,R1,low
ethereum,0x97004006d1938a1d537a2b80d7fe33a285e2dbd5,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x97004006d1938a1d537a2b80d7fe33a285e2dbd5.json,B,high
ethereum,0x9715e9183074f251aeb9c42bf528169cdfc9e732,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9715e9183074f251aeb9c42bf528169cdfc9e732.json,R2,low
ethereum,0x973ca2475796e9532202917308319a1649708c63,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x973ca2475796e9532202917308319a1649708c63.json,R2,low
ethereum,0x97731d87bdfb65eff555e186cb3bdd68af2ebf13,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x97731d87bdfb65eff555e186cb3bdd68af2ebf13.json,R2,low
ethereum,0x9780424c938f492d07af24da24d52fd95264b21c,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9780424c938f492d07af24da24d52fd95264b21c.json,R2,low
ethereum,0x97922521be2dafe2efa0b4ee54d2d03818cb09c0,U,medium,incomplete_control_flow_coverage,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x97922521be2dafe2efa0b4ee54d2d03818cb09c0.json,R2,low
ethereum,0x97e255f8ecba76377aa15a787ecdd34f7ae82cbd,R2,low,guard_dominated_sensitive_capability,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x97e255f8ecba76377aa15a787ecdd34f7ae82cbd.json,R2,low
ethereum,0x98a9d8726d3d8fa2f1bed892b6274522c7a1fcaa,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x98a9d8726d3d8fa2f1bed892b6274522c7a1fcaa.json,R2,low
ethereum,0x99322b75db5cddd8077dcbfa60995506ba231489,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x99322b75db5cddd8077dcbfa60995506ba231489.json,R2,low
ethereum,0x9937aa204df7c95dc00a4489fb27dfb0f90dead7,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9937aa204df7c95dc00a4489fb27dfb0f90dead7.json,R2,low
ethereum,0x997ff507bbd7563097aa73d10f82391ca28b01d5,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x997ff507bbd7563097aa73d10f82391ca28b01d5.json,R2,low
ethereum,0x99db85ed22cfb076838032c8567f88ad6d032095,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x99db85ed22cfb076838032c8567f88ad6d032095.json,R2,low
ethereum,0x9a6bc2f56b9bbcb5a354d336dbda10ef8febd0ec,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9a6bc2f56b9bbcb5a354d336dbda10ef8febd0ec.json,R2,low
ethereum,0x9b6636d7e0943d5e0ea4b0218b084554ca4ec13c,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9b6636d7e0943d5e0ea4b0218b084554ca4ec13c.json,R2,low
ethereum,0x9b783aff9a7ea3170556d6a33baa8170de0806e2,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9b783aff9a7ea3170556d6a33baa8170de0806e2.json,B,medium
ethereum,0x9b8a117d1be75cf59f3e88067d0ecb1c90036a8a,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9b8a117d1be75cf59f3e88067d0ecb1c90036a8a.json,R2,low
ethereum,0x9be9cf7d036588d8b1ab31d03c8f85d37dbb01fc,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9be9cf7d036588d8b1ab31d03c8f85d37dbb01fc.json,R2,low
ethereum,0x9bfea547b97b8365472fb0e58647ef84f23c321d,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9bfea547b97b8365472fb0e58647ef84f23c321d.json,R2,low
ethereum,0x9c34ac9479ea7b9f5df8525ff5ed98363057a87e,R1,medium,unguarded_call_to_calldata_supplied_target,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9c34ac9479ea7b9f5df8525ff5ed98363057a87e.json,R2,low
ethereum,0x9d986ced6f868611cbfb0733918e0e0bb07d6593,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9d986ced6f868611cbfb0733918e0e0bb07d6593.json,R2,low
ethereum,0x9df8a78817aef743b702a6d6934c97873d715573,R2,low,unguarded_call_with_unproven_target_control,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9df8a78817aef743b702a6d6934c97873d715573.json,R2,low
ethereum,0x9ea0779ffe9c4965a9209c46c469a8be4db44797,R2,medium,guard_dominated_sensitive_capability; unguarded_state_write_or_creation,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9ea0779ffe9c4965a9209c46c469a8be4db44797.json,R2,low
ethereum,0x9ed18ba902951c16c2299ac234921380743a0a67,R2,medium,guard_dominated_sensitive_capability,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9ed18ba902951c16c2299ac234921380743a0a67.json,R2,medium
ethereum,0x9f492ffbf3c1f4d93a8e05669af48abac90515c2,R2,medium,unguarded_call_with_unproven_target_control,COMPLETE,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9f492ffbf3c1f4d93a8e05669af48abac90515c2.json,R2,low
ethereum,0x9f791742124f44b6e5b7f49b59d66d898bb11355,R2,low,unguarded_capability_under_incomplete_coverage; unguarded_call_with_unproven_target_control; unguarded_state_write_or_creation,PARTIAL,/home/pollmix/Coding/AuthGuard-7702/data/llm_reviews/v2_promptv2/ethereum_0x9f791742124f44b6e5b7f49b59d66d898bb11355.json,R2,low
